"","rcc","gcc","bcc","brt","max.filtered","date"
"1",0.337772086625421,0.325338989154105,0.336888924220475,356.00104201882,0.327592084632214,2021-03-24
"2",0.33547942294559,0.325408318624778,0.339112258429632,354.495145090957,0.327840220900437,2021-03-25
"3",0.336938347184251,0.326563317570421,0.336498335245328,353.356073022625,0.328088357168661,2021-03-26
"4",0.33401619823971,0.326974337649048,0.339009464111242,384.392757648247,0.328490005495352,2021-03-27
"5",0.334300217888162,0.325146170430027,0.340553611681811,360.442984239198,0.329337656816431,2021-03-28
"6",0.337335604936663,0.326692169205975,0.335972225857362,353.102716951742,0.32978365981082,2021-03-29
"7",0.339646087830189,0.326566877960109,0.333787034209702,351.064442552026,0.329384050278902,2021-03-30
"8",0.335282186017849,0.327158133636194,0.337559680345957,348.920014892097,0.329070620773177,2021-03-31
"9",0.337185831193334,0.324864556718609,0.337949612088056,353.012964254689,0.328903190171043,2021-04-01
"10",0.343721434794525,0.328369146070547,0.327909419134928,358.505051758594,0.328649579542717,2021-04-02
"11",0.346675897484276,0.325892672652881,0.327431429862843,345.636620007617,0.328201412697239,2021-04-03
"12",0.341350517919378,0.325397832818396,0.333251649262226,347.668725741502,0.327639842477897,2021-04-04
"13",0.340572870905641,0.325760788653394,0.333666340440966,354.849078444546,0.327445476538487,2021-04-05
"14",0.340377627736024,0.32632082106511,0.333301551198866,362.399795019706,0.327005283380755,2021-04-06
"15",0.345053446623192,0.326557299647909,0.328389253728899,359.982381965158,0.327285550139947,2021-04-07
"16",0.337990968533125,0.325158583881795,0.33685044758508,352.772287862513,0.32881127999415,2021-04-08
"17",0.33795083192396,0.328428574560932,0.333620593515108,372.612281272333,0.329235105238301,2021-04-09
"18",0.340810461021364,0.328675632092314,0.330513906886322,393.558945742273,0.329630452709074,2021-04-10
"19",0.340745605907841,0.328870875863426,0.330383518228733,377.579052212204,0.329984680368915,2021-04-11
"20",0.339736604097481,0.329873390374785,0.330390005527734,408.776447379119,0.32992903537185,2021-04-12
"21",0.335230840354781,0.326262486636755,0.338506673008464,361.372811653493,0.329252552886739,2021-04-13
"22",0.341272101339097,0.325788983977149,0.332938914683754,355.092780328739,0.328129102632709,2021-04-14
"23",0.343876555409642,0.328129102632709,0.327994341957649,366.483445380669,0.328129102632709,2021-04-15
"24",0.343286179237095,0.326609130431165,0.33010469033174,390.531258424947,0.328294719903281,2021-04-16
"25",0.347191669377809,0.326021613018591,0.3267867176036,391.554390386895,0.329321078617656,2021-04-17
"26",0.351195557864932,0.329140139489424,0.319664302645644,399.776530826212,0.329676627391837,2021-04-18
